userId,n_ratings,n_sessions,n_multi_sessions,max_session_size,mean_session_size,frac_in_multi
66551,42,1,1,42,42.0,1.0
66552,29,1,1,29,29.0,1.0
66553,38,1,1,38,38.0,1.0
66554,71,1,1,71,71.0,1.0
66555,66,3,2,63,22.0,0.9848
66556,118,2,2,87,59.0,1.0
66557,42,1,1,42,42.0,1.0
66558,115,3,3,108,38.333,1.0
66559,76,14,7,29,5.429,0.9079
66560,69,1,1,69,69.0,1.0
66561,24,2,2,18,12.0,1.0
66562,561,30,17,217,18.7,0.9768
66563,184,2,2,144,92.0,1.0
66564,23,1,1,23,23.0,1.0
66565,226,1,1,226,226.0,1.0
66566,22,1,1,22,22.0,1.0
66567,20,1,1,20,20.0,1.0
66568,362,246,58,26,1.472,0.4807
66569,56,1,1,56,56.0,1.0
66570,71,2,2,63,35.5,1.0
66571,271,2,2,245,135.5,1.0
66572,37,1,1,37,37.0,1.0
66573,37,1,1,37,37.0,1.0
66574,346,1,1,346,346.0,1.0
66575,55,2,2,49,27.5,1.0
66576,384,3,3,292,128.0,1.0
66577,23,3,3,19,7.667,1.0
66578,178,3,3,118,59.333,1.0
66579,99,1,1,99,99.0,1.0
66580,56,1,1,56,56.0,1.0
66581,40,1,1,40,40.0,1.0
66582,21,4,2,16,5.25,0.9048
66583,28,2,2,26,14.0,1.0
66584,66,4,4,33,16.5,1.0
66585,58,1,1,58,58.0,1.0
66586,51,1,1,51,51.0,1.0
66587,37,2,1,36,18.5,0.973
66588,104,2,2,101,52.0,1.0
66589,50,1,1,50,50.0,1.0
66590,60,1,1,60,60.0,1.0
66591,406,9,9,108,45.111,1.0
66592,22,1,1,22,22.0,1.0
66593,173,5,2,136,34.6,0.9827
66594,285,5,5,252,57.0,1.0
66595,45,1,1,45,45.0,1.0
66596,24,1,1,24,24.0,1.0
66597,139,7,6,52,19.857,0.9928
66598,109,1,1,109,109.0,1.0
66599,217,4,3,152,54.25,0.9954
66600,44,1,1,44,44.0,1.0
66601,236,1,1,236,236.0,1.0
66602,33,2,2,24,16.5,1.0
66603,71,1,1,71,71.0,1.0
66604,82,3,3,31,27.333,1.0
66605,271,1,1,271,271.0,1.0
66606,81,1,1,81,81.0,1.0
66607,102,13,8,64,7.846,0.951
66608,105,5,4,65,21.0,0.9905
66609,30,1,1,30,30.0,1.0
66610,21,1,1,21,21.0,1.0
66611,24,1,1,24,24.0,1.0
66612,51,1,1,51,51.0,1.0
66613,504,5,5,230,100.8,1.0
66614,87,1,1,87,87.0,1.0
66615,105,2,2,100,52.5,1.0
66616,81,1,1,81,81.0,1.0
66617,2121,363,155,616,5.843,0.9019
66618,79,1,1,79,79.0,1.0
66619,35,1,1,35,35.0,1.0
66620,288,40,21,76,7.2,0.934
66621,101,1,1,101,101.0,1.0
66622,269,10,9,110,26.9,0.9963
66623,238,1,1,238,238.0,1.0
66624,167,4,4,100,41.75,1.0
66625,235,3,3,127,78.333,1.0
66626,406,44,35,40,9.227,0.9778
66627,23,1,1,23,23.0,1.0
66628,47,2,2,45,23.5,1.0
66629,48,1,1,48,48.0,1.0
66630,121,4,4,77,30.25,1.0
66631,28,1,1,28,28.0,1.0
66632,22,1,1,22,22.0,1.0
66633,46,2,1,45,23.0,0.9783
66634,119,3,3,53,39.667,1.0
66635,1233,390,154,177,3.162,0.8086
66636,80,1,1,80,80.0,1.0
66637,189,3,3,160,63.0,1.0
66638,36,1,1,36,36.0,1.0
66639,55,1,1,55,55.0,1.0
66640,47,1,1,47,47.0,1.0
66641,46,1,1,46,46.0,1.0
66642,131,5,4,80,26.2,0.9924
66643,88,1,1,88,88.0,1.0
66644,36,1,1,36,36.0,1.0
66645,44,1,1,44,44.0,1.0
66646,164,2,2,150,82.0,1.0
66647,29,1,1,29,29.0,1.0
66648,116,3,3,61,38.667,1.0
66649,1902,328,169,313,5.799,0.9164
66650,328,4,4,140,82.0,1.0
66651,30,1,1,30,30.0,1.0
66652,49,4,2,45,12.25,0.9592
66653,116,3,3,59,38.667,1.0
66654,39,1,1,39,39.0,1.0
66655,28,2,2,16,14.0,1.0
66656,32,2,2,20,16.0,1.0
66657,104,2,2,87,52.0,1.0
66658,105,1,1,105,105.0,1.0
66659,46,1,1,46,46.0,1.0
66660,20,1,1,20,20.0,1.0
66661,190,3,2,186,63.333,0.9947
66662,22,1,1,22,22.0,1.0
66663,77,1,1,77,77.0,1.0
66664,22,2,1,21,11.0,0.9545
66665,324,1,1,324,324.0,1.0
66666,237,4,4,129,59.25,1.0
66667,257,27,13,136,9.519,0.9455
66668,32,1,1,32,32.0,1.0
66669,22,1,1,22,22.0,1.0
66670,135,2,2,85,67.5,1.0
66671,301,2,1,300,150.5,0.9967
66672,34,1,1,34,34.0,1.0
66673,186,29,17,42,6.414,0.9355
66674,220,14,12,78,15.714,0.9909
66675,31,2,2,21,15.5,1.0
66676,31,1,1,31,31.0,1.0
66677,47,1,1,47,47.0,1.0
66678,348,6,5,142,58.0,0.9971
66679,113,1,1,113,113.0,1.0
66680,34,1,1,34,34.0,1.0
66681,302,4,3,209,75.5,0.9967
66682,20,2,2,18,10.0,1.0
66683,32,1,1,32,32.0,1.0
66684,55,1,1,55,55.0,1.0
66685,47,1,1,47,47.0,1.0
66686,141,4,3,100,35.25,0.9929
66687,138,1,1,138,138.0,1.0
66688,296,1,1,296,296.0,1.0
66689,38,8,7,17,4.75,0.9737
66690,420,13,13,120,32.308,1.0
66691,23,2,2,20,11.5,1.0
66692,70,1,1,70,70.0,1.0
66693,32,1,1,32,32.0,1.0
66694,86,1,1,86,86.0,1.0
66695,52,1,1,52,52.0,1.0
66696,387,2,2,368,193.5,1.0
66697,20,1,1,20,20.0,1.0
66698,21,1,1,21,21.0,1.0
66699,45,1,1,45,45.0,1.0
66700,48,1,1,48,48.0,1.0
66701,20,1,1,20,20.0,1.0
66702,29,1,1,29,29.0,1.0
66703,37,1,1,37,37.0,1.0
66704,39,1,1,39,39.0,1.0
66705,117,7,7,33,16.714,1.0
66706,22,1,1,22,22.0,1.0
66707,269,19,8,206,14.158,0.9591
66708,22,1,1,22,22.0,1.0
66709,107,1,1,107,107.0,1.0
66710,33,1,1,33,33.0,1.0
66711,172,57,21,56,3.018,0.7907
66712,244,41,4,191,5.951,0.8484
66713,73,1,1,73,73.0,1.0
66714,21,1,1,21,21.0,1.0
66715,27,1,1,27,27.0,1.0
66716,514,86,45,103,5.977,0.9202
66717,73,2,2,38,36.5,1.0
66718,30,1,1,30,30.0,1.0
66719,657,12,11,286,54.75,0.9985
66720,176,3,3,99,58.667,1.0
66721,21,1,1,21,21.0,1.0
66722,72,1,1,72,72.0,1.0
66723,203,5,5,83,40.6,1.0
66724,315,4,4,246,78.75,1.0
66725,263,2,2,141,131.5,1.0
66726,32,1,1,32,32.0,1.0
66727,101,1,1,101,101.0,1.0
66728,46,1,1,46,46.0,1.0
66729,26,1,1,26,26.0,1.0
66730,20,1,1,20,20.0,1.0
66731,288,2,2,256,144.0,1.0
66732,229,1,1,229,229.0,1.0
66733,67,1,1,67,67.0,1.0
66734,115,1,1,115,115.0,1.0
66735,21,1,1,21,21.0,1.0
66736,412,1,1,412,412.0,1.0
66737,93,1,1,93,93.0,1.0
66738,363,35,19,91,10.371,0.9559
66739,26,1,1,26,26.0,1.0
66740,24,1,1,24,24.0,1.0
66741,665,2,2,465,332.5,1.0
66742,40,2,2,32,20.0,1.0
66743,70,1,1,70,70.0,1.0
66744,42,2,2,38,21.0,1.0
66745,31,1,1,31,31.0,1.0
66746,188,1,1,188,188.0,1.0
66747,48,1,1,48,48.0,1.0
66748,33,1,1,33,33.0,1.0
66749,429,8,6,387,53.625,0.9953
66750,67,1,1,67,67.0,1.0
66751,32,2,2,19,16.0,1.0
66752,22,1,1,22,22.0,1.0
66753,20,1,1,20,20.0,1.0
66754,162,4,3,90,40.5,0.9938
66755,26,1,1,26,26.0,1.0
66756,48,1,1,48,48.0,1.0
66757,97,1,1,97,97.0,1.0
66758,20,1,1,20,20.0,1.0
66759,87,1,1,87,87.0,1.0
66760,144,4,3,98,36.0,0.9931
66761,58,9,6,22,6.444,0.9483
66762,52,1,1,52,52.0,1.0
66763,2654,268,154,477,9.903,0.957
66764,27,1,1,27,27.0,1.0
66765,33,1,1,33,33.0,1.0
66766,21,1,1,21,21.0,1.0
66767,27,2,1,26,13.5,0.963
66768,71,1,1,71,71.0,1.0
66769,138,1,1,138,138.0,1.0
66770,56,1,1,56,56.0,1.0
66771,41,1,1,41,41.0,1.0
66772,81,1,1,81,81.0,1.0
66773,347,26,17,57,13.346,0.9741
66774,187,6,6,169,31.167,1.0
66775,118,1,1,118,118.0,1.0
66776,197,3,3,95,65.667,1.0
66777,41,1,1,41,41.0,1.0
66778,79,1,1,79,79.0,1.0
66779,127,1,1,127,127.0,1.0
66780,41,1,1,41,41.0,1.0
66781,27,1,1,27,27.0,1.0
66782,33,1,1,33,33.0,1.0
66783,147,1,1,147,147.0,1.0
66784,230,24,17,66,9.583,0.9696
66785,134,1,1,134,134.0,1.0
66786,41,1,1,41,41.0,1.0
66787,44,2,2,42,22.0,1.0
66788,43,1,1,43,43.0,1.0
66789,35,1,1,35,35.0,1.0
66790,38,1,1,38,38.0,1.0
66791,93,2,2,57,46.5,1.0
66792,122,3,3,94,40.667,1.0
66793,36,3,3,16,12.0,1.0
66794,28,1,1,28,28.0,1.0
66795,215,6,5,60,35.833,0.9953
66796,37,1,1,37,37.0,1.0
66797,39,1,1,39,39.0,1.0
66798,165,4,4,74,41.25,1.0
66799,30,1,1,30,30.0,1.0
66800,65,1,1,65,65.0,1.0
66801,27,3,1,25,9.0,0.9259
66802,20,1,1,20,20.0,1.0
66803,37,1,1,37,37.0,1.0
66804,31,1,1,31,31.0,1.0
66805,20,1,1,20,20.0,1.0
66806,34,1,1,34,34.0,1.0
66807,107,1,1,107,107.0,1.0
66808,100,1,1,100,100.0,1.0
66809,72,1,1,72,72.0,1.0
66810,2170,397,195,727,5.466,0.9069
66811,24,1,1,24,24.0,1.0
66812,97,4,4,73,24.25,1.0
66813,778,67,46,185,11.612,0.973
66814,26,1,1,26,26.0,1.0
66815,337,18,9,244,18.722,0.9733
66816,106,1,1,106,106.0,1.0
66817,269,3,3,214,89.667,1.0
66818,126,1,1,126,126.0,1.0
66819,785,25,20,201,31.4,0.9936
66820,23,1,1,23,23.0,1.0
66821,77,13,7,50,5.923,0.9221
66822,49,1,1,49,49.0,1.0
66823,78,1,1,78,78.0,1.0
66824,25,1,1,25,25.0,1.0
66825,1132,1,1,1132,1132.0,1.0
66826,135,4,4,86,33.75,1.0
66827,759,7,7,387,108.429,1.0
66828,22,1,1,22,22.0,1.0
66829,69,1,1,69,69.0,1.0
66830,78,1,1,78,78.0,1.0
66831,33,1,1,33,33.0,1.0
66832,110,2,2,83,55.0,1.0
66833,90,2,2,84,45.0,1.0
66834,532,10,10,287,53.2,1.0
66835,152,2,2,118,76.0,1.0
66836,2350,33,22,394,71.212,0.9953
66837,1305,98,68,219,13.316,0.977
66838,248,5,4,114,49.6,0.996
66839,108,1,1,108,108.0,1.0
66840,46,1,1,46,46.0,1.0
66841,78,1,1,78,78.0,1.0
66842,49,1,1,49,49.0,1.0
66843,71,4,3,37,17.75,0.9859
66844,152,1,1,152,152.0,1.0
66845,165,1,1,165,165.0,1.0
66846,61,1,1,61,61.0,1.0
66847,312,1,1,312,312.0,1.0
66848,30,1,1,30,30.0,1.0
66849,45,1,1,45,45.0,1.0
66850,58,7,5,26,8.286,0.9655
66851,68,2,2,38,34.0,1.0
66852,249,33,12,90,7.545,0.9157
66853,232,20,14,97,11.6,0.9741
66854,82,1,1,82,82.0,1.0
66855,20,1,1,20,20.0,1.0
66856,98,1,1,98,98.0,1.0
66857,24,1,1,24,24.0,1.0
66858,116,12,11,34,9.667,0.9914
66859,534,1,1,534,534.0,1.0
66860,37,1,1,37,37.0,1.0
66861,100,1,1,100,100.0,1.0
66862,38,1,1,38,38.0,1.0
66863,51,1,1,51,51.0,1.0
66864,142,2,2,102,71.0,1.0
66865,42,1,1,42,42.0,1.0
66866,127,1,1,127,127.0,1.0
66867,24,2,2,19,12.0,1.0
66868,74,1,1,74,74.0,1.0
66869,117,1,1,117,117.0,1.0
66870,21,1,1,21,21.0,1.0
66871,63,4,2,55,15.75,0.9683
66872,325,15,14,123,21.667,0.9969
66873,273,14,13,80,19.5,0.9963
66874,23,1,1,23,23.0,1.0
66875,175,4,4,89,43.75,1.0
66876,62,2,2,60,31.0,1.0
66877,148,2,1,147,74.0,0.9932
66878,67,1,1,67,67.0,1.0
66879,25,1,1,25,25.0,1.0
66880,26,1,1,26,26.0,1.0
66881,411,1,1,411,411.0,1.0
66882,91,1,1,91,91.0,1.0
66883,26,2,2,15,13.0,1.0
66884,348,5,5,233,69.6,1.0
66885,94,1,1,94,94.0,1.0
66886,110,3,3,91,36.667,1.0
66887,314,44,31,82,7.136,0.9586
66888,63,2,2,47,31.5,1.0
66889,74,2,2,51,37.0,1.0
66890,100,1,1,100,100.0,1.0
66891,60,2,2,57,30.0,1.0
66892,31,1,1,31,31.0,1.0
66893,46,2,2,36,23.0,1.0
66894,133,2,2,71,66.5,1.0
66895,392,9,6,222,43.556,0.9923
66896,23,1,1,23,23.0,1.0
66897,147,3,3,78,49.0,1.0
66898,727,18,14,351,40.389,0.9945
66899,345,94,57,30,3.67,0.8928
66900,32,1,1,32,32.0,1.0
66901,345,5,5,221,69.0,1.0
66902,51,2,2,26,25.5,1.0
66903,33,2,2,18,16.5,1.0
66904,37,1,1,37,37.0,1.0
66905,67,1,1,67,67.0,1.0
66906,121,1,1,121,121.0,1.0
66907,34,1,1,34,34.0,1.0
66908,42,1,1,42,42.0,1.0
66909,66,5,4,29,13.2,0.9848
66910,157,3,3,118,52.333,1.0
66911,245,8,8,128,30.625,1.0
66912,103,1,1,103,103.0,1.0
66913,45,2,2,25,22.5,1.0
66914,72,2,2,64,36.0,1.0
66915,41,1,1,41,41.0,1.0
66916,352,5,5,165,70.4,1.0
66917,52,5,3,25,10.4,0.9615
66918,48,1,1,48,48.0,1.0
66919,70,4,3,49,17.5,0.9857
66920,71,1,1,71,71.0,1.0
66921,171,3,3,105,57.0,1.0
66922,82,3,2,42,27.333,0.9878
66923,50,1,1,50,50.0,1.0
66924,435,94,36,66,4.628,0.8667
66925,37,3,2,27,12.333,0.973
66926,44,3,3,23,14.667,1.0
66927,21,1,1,21,21.0,1.0
66928,246,3,2,196,82.0,0.9959
66929,651,8,7,286,81.375,0.9985
66930,90,2,2,53,45.0,1.0
66931,85,1,1,85,85.0,1.0
66932,494,106,24,260,4.66,0.834
66933,20,1,1,20,20.0,1.0
66934,20,1,1,20,20.0,1.0
66935,324,13,9,163,24.923,0.9877
66936,32,1,1,32,32.0,1.0
66937,64,1,1,64,64.0,1.0
66938,417,46,23,107,9.065,0.9448
66939,21,1,1,21,21.0,1.0
66940,20,1,1,20,20.0,1.0
66941,37,1,1,37,37.0,1.0
66942,89,1,1,89,89.0,1.0
66943,238,1,1,238,238.0,1.0
66944,211,65,17,71,3.246,0.7725
66945,21,2,1,20,10.5,0.9524
66946,65,3,3,57,21.667,1.0
66947,22,2,2,20,11.0,1.0
66948,110,3,3,55,36.667,1.0
66949,190,4,4,94,47.5,1.0
66950,67,1,1,67,67.0,1.0
66951,148,2,2,142,74.0,1.0
66952,759,181,81,71,4.193,0.8682
66953,260,10,9,160,26.0,0.9962
66954,256,5,5,92,51.2,1.0
66955,180,1,1,180,180.0,1.0
66956,96,1,1,96,96.0,1.0
66957,20,1,1,20,20.0,1.0
66958,25,2,2,17,12.5,1.0
66959,34,1,1,34,34.0,1.0
66960,89,1,1,89,89.0,1.0
66961,42,1,1,42,42.0,1.0
66962,101,3,2,63,33.667,0.9901
66963,55,1,1,55,55.0,1.0
66964,23,1,1,23,23.0,1.0
66965,137,1,1,137,137.0,1.0
66966,35,4,4,16,8.75,1.0
66967,659,4,4,347,164.75,1.0
66968,43,2,1,42,21.5,0.9767
66969,95,1,1,95,95.0,1.0
66970,403,1,1,403,403.0,1.0
66971,63,1,1,63,63.0,1.0
66972,27,1,1,27,27.0,1.0
66973,37,1,1,37,37.0,1.0
66974,30,2,2,21,15.0,1.0
66975,21,1,1,21,21.0,1.0
66976,64,1,1,64,64.0,1.0
66977,71,1,1,71,71.0,1.0
66978,21,1,1,21,21.0,1.0
66979,102,7,7,49,14.571,1.0
66980,22,1,1,22,22.0,1.0
66981,30,2,2,27,15.0,1.0
66982,29,1,1,29,29.0,1.0
66983,180,11,11,41,16.364,1.0
66984,129,1,1,129,129.0,1.0
66985,204,1,1,204,204.0,1.0
66986,115,2,2,76,57.5,1.0
66987,420,5,5,209,84.0,1.0
66988,30,1,1,30,30.0,1.0
66989,45,1,1,45,45.0,1.0
66990,33,1,1,33,33.0,1.0
66991,197,2,2,127,98.5,1.0
66992,59,4,1,56,14.75,0.9492
66993,34,1,1,34,34.0,1.0
66994,27,1,1,27,27.0,1.0
66995,26,1,1,26,26.0,1.0
66996,21,1,1,21,21.0,1.0
66997,37,1,1,37,37.0,1.0
66998,415,14,8,295,29.643,0.9855
66999,494,19,18,215,26.0,0.998
67000,103,1,1,103,103.0,1.0
67001,109,1,1,109,109.0,1.0
67002,20,1,1,20,20.0,1.0
67003,69,3,3,55,23.0,1.0
67004,20,1,1,20,20.0,1.0
67005,21,1,1,21,21.0,1.0
67006,53,1,1,53,53.0,1.0
67007,22,1,1,22,22.0,1.0
67008,78,1,1,78,78.0,1.0
67009,20,1,1,20,20.0,1.0
67010,132,2,2,117,66.0,1.0
67011,136,1,1,136,136.0,1.0
67012,84,5,5,44,16.8,1.0
67013,477,36,27,84,13.25,0.9811
67014,124,1,1,124,124.0,1.0
67015,576,11,10,252,52.364,0.9983
67016,89,2,2,63,44.5,1.0
67017,579,72,48,115,8.042,0.9585
67018,40,2,2,38,20.0,1.0
67019,238,1,1,238,238.0,1.0
67020,42,1,1,42,42.0,1.0
67021,43,1,1,43,43.0,1.0
67022,1118,4,3,404,279.5,0.9991
67023,57,4,2,35,14.25,0.9649
67024,48,1,1,48,48.0,1.0
67025,291,2,2,243,145.5,1.0
67026,287,1,1,287,287.0,1.0
67027,20,2,1,19,10.0,0.95
67028,50,4,3,32,12.5,0.98
67029,27,1,1,27,27.0,1.0
67030,136,2,2,132,68.0,1.0
67031,70,1,1,70,70.0,1.0
67032,40,4,4,18,10.0,1.0
67033,371,10,9,153,37.1,0.9973
67034,43,1,1,43,43.0,1.0
67035,29,1,1,29,29.0,1.0
67036,407,4,4,291,101.75,1.0
67037,20,1,1,20,20.0,1.0
67038,34,1,1,34,34.0,1.0
67039,20,1,1,20,20.0,1.0
67040,92,3,3,72,30.667,1.0
67041,102,10,8,22,10.2,0.9804
67042,50,1,1,50,50.0,1.0
67043,421,13,13,99,32.385,1.0
67044,102,1,1,102,102.0,1.0
67045,279,3,3,268,93.0,1.0
67046,55,1,1,55,55.0,1.0
67047,303,3,3,145,101.0,1.0
67048,34,1,1,34,34.0,1.0
67049,20,1,1,20,20.0,1.0
67050,52,1,1,52,52.0,1.0
67051,152,8,7,94,19.0,0.9934
67052,84,1,1,84,84.0,1.0
67053,734,134,63,193,5.478,0.9033
67054,310,2,2,301,155.0,1.0
67055,127,2,2,82,63.5,1.0
67056,101,2,2,55,50.5,1.0
67057,145,3,3,92,48.333,1.0
67058,120,1,1,120,120.0,1.0
67059,26,5,3,20,5.2,0.9231
67060,26,1,1,26,26.0,1.0
67061,20,1,1,20,20.0,1.0
67062,37,3,3,31,12.333,1.0
67063,96,2,2,93,48.0,1.0
67064,441,23,21,77,19.174,0.9955
67065,100,10,7,37,10.0,0.97
67066,56,1,1,56,56.0,1.0
67067,31,1,1,31,31.0,1.0
67068,600,42,32,163,14.286,0.9833
67069,62,1,1,62,62.0,1.0
67070,42,2,2,40,21.0,1.0
67071,29,1,1,29,29.0,1.0
67072,42,1,1,42,42.0,1.0
67073,201,9,8,97,22.333,0.995
67074,25,1,1,25,25.0,1.0
67075,1740,672,131,354,2.589,0.6891
67076,25,1,1,25,25.0,1.0
67077,454,58,27,129,7.828,0.9317
67078,92,1,1,92,92.0,1.0
67079,185,5,5,135,37.0,1.0
67080,60,1,1,60,60.0,1.0
67081,33,1,1,33,33.0,1.0
67082,248,1,1,248,248.0,1.0
67083,62,1,1,62,62.0,1.0
67084,50,1,1,50,50.0,1.0
67085,46,1,1,46,46.0,1.0
67086,26,1,1,26,26.0,1.0
67087,83,7,5,28,11.857,0.9759
67088,163,4,4,119,40.75,1.0
67089,36,1,1,36,36.0,1.0
67090,32,2,2,30,16.0,1.0
67091,68,2,2,47,34.0,1.0
67092,187,13,11,68,14.385,0.9893
67093,131,1,1,131,131.0,1.0
67094,241,7,4,193,34.429,0.9876
67095,30,1,1,30,30.0,1.0
67096,64,1,1,64,64.0,1.0
67097,22,1,1,22,22.0,1.0
67098,54,1,1,54,54.0,1.0
67099,132,6,6,46,22.0,1.0
67100,175,3,3,123,58.333,1.0
67101,69,16,16,17,4.312,1.0
67102,21,1,1,21,21.0,1.0
67103,49,1,1,49,49.0,1.0
67104,144,13,10,70,11.077,0.9792
67105,365,47,19,67,7.766,0.9233
67106,48,2,1,47,24.0,0.9792
67107,20,1,1,20,20.0,1.0
67108,108,5,3,47,21.6,0.9815
67109,36,1,1,36,36.0,1.0
67110,25,1,1,25,25.0,1.0
67111,505,9,9,145,56.111,1.0
67112,434,199,70,29,2.181,0.7028
67113,624,3,3,325,208.0,1.0
67114,23,1,1,23,23.0,1.0
67115,33,1,1,33,33.0,1.0
67116,22,1,1,22,22.0,1.0
67117,864,24,20,287,36.0,0.9954
67118,26,1,1,26,26.0,1.0
67119,100,2,2,94,50.0,1.0
67120,20,1,1,20,20.0,1.0
67121,67,1,1,67,67.0,1.0
67122,22,1,1,22,22.0,1.0
67123,88,4,3,65,22.0,0.9886
67124,164,3,3,78,54.667,1.0
67125,58,8,4,44,7.25,0.931
67126,27,2,2,19,13.5,1.0
67127,21,1,1,21,21.0,1.0
67128,165,5,4,132,33.0,0.9939
67129,22,1,1,22,22.0,1.0
67130,97,1,1,97,97.0,1.0
67131,34,1,1,34,34.0,1.0
67132,32,1,1,32,32.0,1.0
67133,96,2,2,69,48.0,1.0
67134,600,1,1,600,600.0,1.0
67135,60,3,3,52,20.0,1.0
67136,75,1,1,75,75.0,1.0
67137,51,1,1,51,51.0,1.0
67138,21,1,1,21,21.0,1.0
67139,301,3,3,197,100.333,1.0
67140,72,1,1,72,72.0,1.0
67141,36,1,1,36,36.0,1.0
67142,49,1,1,49,49.0,1.0
67143,113,1,1,113,113.0,1.0
67144,30,2,1,29,15.0,0.9667
67145,438,56,34,90,7.821,0.9498
67146,24,1,1,24,24.0,1.0
67147,141,7,7,63,20.143,1.0
67148,390,9,7,297,43.333,0.9949
67149,215,21,18,27,10.238,0.986
67150,50,1,1,50,50.0,1.0
67151,39,1,1,39,39.0,1.0
67152,30,1,1,30,30.0,1.0
67153,43,2,2,28,21.5,1.0
67154,54,1,1,54,54.0,1.0
67155,60,1,1,60,60.0,1.0
67156,45,1,1,45,45.0,1.0
67157,119,3,2,86,39.667,0.9916
67158,31,1,1,31,31.0,1.0
67159,76,1,1,76,76.0,1.0
67160,62,1,1,62,62.0,1.0
67161,355,18,16,103,19.722,0.9944
67162,46,1,1,46,46.0,1.0
67163,50,1,1,50,50.0,1.0
67164,20,1,1,20,20.0,1.0
67165,86,1,1,86,86.0,1.0
67166,241,3,3,218,80.333,1.0
67167,112,15,12,30,7.467,0.9732
67168,27,2,1,26,13.5,0.963
67169,24,1,1,24,24.0,1.0
67170,68,1,1,68,68.0,1.0
67171,60,1,1,60,60.0,1.0
67172,20,1,1,20,20.0,1.0
67173,60,2,2,48,30.0,1.0
67174,49,1,1,49,49.0,1.0
67175,181,2,2,161,90.5,1.0
67176,24,1,1,24,24.0,1.0
67177,49,2,2,44,24.5,1.0
67178,42,1,1,42,42.0,1.0
67179,204,2,2,201,102.0,1.0
67180,33,1,1,33,33.0,1.0
67181,932,9,8,244,103.556,0.9989
67182,385,1,1,385,385.0,1.0
67183,41,1,1,41,41.0,1.0
67184,24,2,2,17,12.0,1.0
67185,1156,321,112,160,3.601,0.8192
67186,58,1,1,58,58.0,1.0
67187,55,3,2,43,18.333,0.9818
67188,247,8,7,149,30.875,0.996
67189,63,1,1,63,63.0,1.0
67190,37,2,2,25,18.5,1.0
67191,50,1,1,50,50.0,1.0
67192,32,1,1,32,32.0,1.0
67193,22,1,1,22,22.0,1.0
67194,25,2,2,14,12.5,1.0
67195,22,1,1,22,22.0,1.0
67196,518,13,12,160,39.846,0.9981
67197,48,1,1,48,48.0,1.0
67198,48,8,4,20,6.0,0.9167
67199,227,14,10,100,16.214,0.9824
67200,33,1,1,33,33.0,1.0
67201,43,1,1,43,43.0,1.0
67202,303,23,17,84,13.174,0.9802
67203,168,4,4,80,42.0,1.0
67204,39,1,1,39,39.0,1.0
67205,36,1,1,36,36.0,1.0
67206,183,2,2,132,91.5,1.0
67207,23,2,2,16,11.5,1.0
67208,79,3,2,54,26.333,0.9873
67209,20,1,1,20,20.0,1.0
67210,33,1,1,33,33.0,1.0
67211,91,1,1,91,91.0,1.0
67212,29,5,4,15,5.8,0.9655
67213,354,8,8,188,44.25,1.0
67214,41,1,1,41,41.0,1.0
67215,60,3,3,45,20.0,1.0
67216,271,12,12,84,22.583,1.0
67217,39,1,1,39,39.0,1.0
67218,33,1,1,33,33.0,1.0
67219,37,1,1,37,37.0,1.0
67220,191,1,1,191,191.0,1.0
67221,131,1,1,131,131.0,1.0
67222,55,1,1,55,55.0,1.0
67223,71,1,1,71,71.0,1.0
67224,852,7,7,579,121.714,1.0
67225,51,1,1,51,51.0,1.0
67226,365,25,14,143,14.6,0.9699
67227,23,1,1,23,23.0,1.0
67228,102,1,1,102,102.0,1.0
67229,24,1,1,24,24.0,1.0
67230,224,1,1,224,224.0,1.0
67231,40,1,1,40,40.0,1.0
67232,27,1,1,27,27.0,1.0
67233,32,2,1,31,16.0,0.9688
67234,26,1,1,26,26.0,1.0
67235,57,1,1,57,57.0,1.0
67236,100,1,1,100,100.0,1.0
67237,188,4,4,88,47.0,1.0
67238,28,3,2,22,9.333,0.9643
67239,91,5,5,39,18.2,1.0
67240,102,2,2,87,51.0,1.0
67241,25,1,1,25,25.0,1.0
67242,25,1,1,25,25.0,1.0
67243,39,3,3,26,13.0,1.0
67244,311,16,8,140,19.438,0.9743
67245,382,41,28,85,9.317,0.966
67246,354,2,2,191,177.0,1.0
67247,25,1,1,25,25.0,1.0
67248,31,1,1,31,31.0,1.0
67249,69,2,2,36,34.5,1.0
67250,52,1,1,52,52.0,1.0
67251,85,2,2,47,42.5,1.0
67252,659,34,26,249,19.382,0.9879
67253,613,3,2,428,204.333,0.9984
67254,29,1,1,29,29.0,1.0
67255,89,1,1,89,89.0,1.0
67256,131,2,2,124,65.5,1.0
67257,35,1,1,35,35.0,1.0
67258,66,1,1,66,66.0,1.0
67259,42,3,3,23,14.0,1.0
67260,99,1,1,99,99.0,1.0
67261,39,1,1,39,39.0,1.0
67262,50,1,1,50,50.0,1.0
67263,203,1,1,203,203.0,1.0
67264,134,2,2,71,67.0,1.0
67265,29,1,1,29,29.0,1.0
67266,45,1,1,45,45.0,1.0
67267,698,66,45,87,10.576,0.9699
67268,298,1,1,298,298.0,1.0
67269,136,12,10,78,11.333,0.9853
67270,24,2,2,16,12.0,1.0
67271,170,1,1,170,170.0,1.0
67272,226,6,6,117,37.667,1.0
67273,106,1,1,106,106.0,1.0
67274,97,17,11,22,5.706,0.9381
67275,139,2,2,126,69.5,1.0
67276,87,2,2,81,43.5,1.0
67277,56,1,1,56,56.0,1.0
